ETIQUETA,NUMERO ANTERIOR,TIPO,DESCRIPCIÓN,MODELO,SERIE
39628,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN4Z
39629,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN51
39630,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN53
39631,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN54
39632,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN56
39633,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN58
39634,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5A
39635,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5C
39636,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5D
39637,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5J
39638,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5K
39639,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN5L
39640,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN40
39641,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN42
39642,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN44
39643,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN45
39644,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN46
39645,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN48
39646,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN4D
39647,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN4F
39648,S/N,EQUIPO DE CÓMPUTO,"FACT A3460 COMPUTADORA DE ESCRITORIO TIPO ALL IN ONE IDEACENTRE 3I 27"" AIO 7MA GEN, CON LAS SIGUIENTES CARACTERISTICAS: SISTEMA OPERATIVO: WINDOWS 11 HOME SINGLE LANGUAGE 64 PROCESADOR INTEL CORE I7-13620H DE 13A GENERACION (NUCLEOS E DE HASTA 3.60 GHZ NUCLEOS P DE HASTA 4,90 GHZ) MEMORIA: 16 GB DDR4-3200MHZ (SODIMM) (2 X 8.0GB) ALMACENAMIENTO: 512 GB SSD M.2 2280 PCIE GEN4 TLC PANTALLA: 27"" FULL HD (1920 X 1080), IPS, ANTIRREFLECTANTE, SIN CAPACIDAD TACTIL, 72%NTSC, 250 NITS, 14 MS, RETROILUMINACION WLED TARJETA GRAFICA: GRAFICOS INTEL UHD INTEGRADOS CONECTIVIDAD INALAMBRICA: WI-FI 6 11AX (2X2) & BLUETOOTH 5.1 CAMARA WEB FULL HD DE 1080 P, SONIDO: 2 ALTAVOCES ESTEREO DE 3 W CON CERTIFICACION HARMAN KARDON, ADAPTADOR DE CORRIENTE: 90W, TECLADO Y MOUSE INALAMBRICO, GARANTIA INCLUIDA: 1 AÑO PREMIUMCARE. PP 5151",F0GJ00LKLD,MP2DPN4J
